words,pos,stemmed,type,postag,pattern
brutalising,adj,n,strongsubj,_jj,^brutalising_jj
brutalising,noun,n,strongsubj,_nn,^brutalising_nn
brutalities,anypos,n,strongsubj,,^brutalities
brutalities,noun,n,strongsubj,_nn,^brutalities_nn
brutality,noun,n,strongsubj,_nn,^brutality_nn
brutalize,verb,y,strongsubj,_vb,^brutalize_vb
brutalizing,adj,n,strongsubj,_jj,^brutalizing_jj
brutally,anypos,n,strongsubj,,^brutally
brute,noun,n,strongsubj,_nn,^brute_nn
brutish,adj,n,strongsubj,_jj,^brutish_jj
bug,verb,y,weaksubj,_vb,^bug_vb
buckle,verb,y,weaksubj,_vb,^buckle_vb
bulky,adj,n,weaksubj,_jj,^bulky_jj
bullies,adj,n,strongsubj,_jj,^bullies_jj
bullies,noun,n,strongsubj,_nn,^bullies_nn
bully,adj,n,strongsubj,_jj,^bully_jj
bully,noun,n,strongsubj,_nn,^bully_nn
bullyingly,anypos,n,strongsubj,,^bullyingly
bum,noun,n,weaksubj,_nn,^bum_nn
bumpy,adj,n,weaksubj,_jj,^bumpy_jj
bungle,verb,y,strongsubj,_vb,^bungle_vb
bungler,anypos,y,strongsubj,,^bungler
bunk,noun,n,weaksubj,_nn,^bunk_nn
burden,adj,n,strongsubj,_jj,^burden_jj
burden,noun,n,strongsubj,_nn,^burden_nn
burdensome,adj,n,strongsubj,_jj,^burdensome_jj
burdensome,anypos,y,strongsubj,,^burdensome
burdensomely,anypos,y,strongsubj,,^burdensomely
burn,verb,y,strongsubj,_vb,^burn_vb
busy,adj,n,weaksubj,_jj,^busy_jj
busybody,noun,n,strongsubj,_nn,^busybody_nn
butcher,verb,y,weaksubj,_vb,^butcher_vb
butchery,noun,n,strongsubj,_nn,^butchery_nn
byzantine,adj,n,strongsubj,_jj,^byzantine_jj
cackle,verb,y,strongsubj,_vb,^cackle_vb
cajole,verb,y,strongsubj,_vb,^cajole_vb
calamities,noun,n,strongsubj,_nn,^calamities_nn
calamitous,adj,n,strongsubj,_jj,^calamitous_jj
calamitously,anypos,n,strongsubj,,^calamitously
calamity,anypos,y,strongsubj,,^calamity
calamity,noun,n,strongsubj,_nn,^calamity_nn
callous,adj,n,strongsubj,_jj,^callous_jj
calumniate,verb,y,strongsubj,_vb,^calumniate_vb
calumniation,noun,n,strongsubj,_nn,^calumniation_nn
calumnies,noun,n,strongsubj,_nn,^calumnies_nn
calumnious,adj,n,strongsubj,_jj,^calumnious_jj
calumniously,anypos,n,strongsubj,,^calumniously
calumny,noun,n,strongsubj,_nn,^calumny_nn
cancer,noun,n,weaksubj,_nn,^cancer_nn
cancerous,adj,n,weaksubj,_jj,^cancerous_jj
cannibal,noun,n,strongsubj,_nn,^cannibal_nn
cannibalize,verb,y,strongsubj,_vb,^cannibalize_vb
capitulate,verb,y,weaksubj,_vb,^capitulate_vb
capricious,adj,n,strongsubj,_jj,^capricious_jj
capriciously,anypos,n,strongsubj,,^capriciously
capriciousness,noun,n,strongsubj,_nn,^capriciousness_nn
capsize,verb,y,weaksubj,_vb,^capsize_vb
captive,adj,n,weaksubj,_jj,^captive_jj
careless,adj,n,strongsubj,_jj,^careless_jj
carelessness,noun,n,strongsubj,_nn,^carelessness_nn
caricature,verb,y,strongsubj,_vb,^caricature_vb
carnage,noun,n,strongsubj,_nn,^carnage_nn
carp,verb,y,strongsubj,_vb,^carp_vb
cartoon,adj,n,weaksubj,_jj,^cartoon_jj
cartoon,noun,n,weaksubj,_nn,^cartoon_nn
cartoonish,anypos,y,strongsubj,,^cartoonish
cash-strapped,adj,n,weaksubj,_jj,^cash-strapped_jj
castigate,verb,y,strongsubj,_vb,^castigate_vb
casualty,noun,y,weaksubj,_nn,^casualty_nn
cataclysm,noun,n,strongsubj,_nn,^cataclysm_nn
cataclysmal,adj,n,strongsubj,_jj,^cataclysmal_jj
cataclysmic,adj,n,strongsubj,_jj,^cataclysmic_jj
cataclysmically,anypos,n,strongsubj,,^cataclysmically
catastrophe,anypos,y,strongsubj,,^catastrophe
catastrophe,noun,n,strongsubj,_nn,^catastrophe_nn
catastrophes,noun,n,strongsubj,_nn,^catastrophes_nn
catastrophic,adj,n,strongsubj,_jj,^catastrophic_jj
catastrophic,anypos,y,strongsubj,,^catastrophic
catastrophically,anypos,n,strongsubj,,^catastrophically
caustic,adj,n,strongsubj,_jj,^caustic_jj
caustically,anypos,n,strongsubj,,^caustically
cautionary,adj,n,strongsubj,_jj,^cautionary_jj
cautious,adj,n,weaksubj,_jj,^cautious_jj
cave,verb,y,weaksubj,_vb,^cave_vb
censure,adj,n,strongsubj,_jj,^censure_jj
censure,noun,n,strongsubj,_nn,^censure_nn
censure,verb,y,strongsubj,_vb,^censure_vb
chafe,verb,y,strongsubj,_vb,^chafe_vb
chaff,verb,y,strongsubj,_vb,^chaff_vb
chagrin,noun,n,strongsubj,_nn,^chagrin_nn
chagrin,verb,y,strongsubj,_vb,^chagrin_vb
challenge,noun,n,weaksubj,_nn,^challenge_nn
challenge,verb,y,weaksubj,_vb,^challenge_vb
challenging,adj,n,weaksubj,_jj,^challenging_jj
chaos,noun,n,strongsubj,_nn,^chaos_nn
chaotic,adj,n,strongsubj,_jj,^chaotic_jj
charisma,noun,n,strongsubj,_nn,^charisma_nn
chasten,verb,y,strongsubj,_vb,^chasten_vb
chastise,verb,y,strongsubj,_vb,^chastise_vb
chastisement,anypos,y,strongsubj,,^chastisement
chatter,verb,y,strongsubj,_vb,^chatter_vb
chatterbox,anypos,y,strongsubj,,^chatterbox
cheapen,verb,y,strongsubj,_vb,^cheapen_vb
cheap,adj,n,strongsubj,_jj,^cheap_jj
cheat,noun,n,strongsubj,_nn,^cheat_nn
cheat,verb,y,strongsubj,_vb,^cheat_vb
cheater,anypos,y,strongsubj,,^cheater
cheerless,adj,n,strongsubj,_jj,^cheerless_jj
chide,verb,y,strongsubj,_vb,^chide_vb
childish,adj,n,strongsubj,_jj,^childish_jj
chill,verb,y,weaksubj,_vb,^chill_vb
chilly,adj,n,weaksubj,_jj,^chilly_jj
chit,anypos,y,strongsubj,,^chit
choppy,adj,n,weaksubj,_jj,^choppy_jj
choke,verb,y,weaksubj,_vb,^choke_vb
chore,noun,n,weaksubj,_nn,^chore_nn
chronic,adj,n,weaksubj,_jj,^chronic_jj
clamor,noun,n,weaksubj,_nn,^clamor_nn
clamorous,adj,n,weaksubj,_jj,^clamorous_jj
clash,adj,n,weaksubj,_jj,^clash_jj
clash,noun,n,weaksubj,_nn,^clash_nn
cliche,anypos,n,strongsubj,,^cliche
cliched,anypos,n,strongsubj,,^cliched
clique,noun,n,weaksubj,_nn,^clique_nn
clog,verb,y,weaksubj,_vb,^clog_vb
close,adj,n,weaksubj,_jj,^close_jj
cloud,verb,y,strongsubj,_vb,^cloud_vb
clumsy,adj,n,strongsubj,_jj,^clumsy_jj
coarse,adj,n,weaksubj,_jj,^coarse_jj
cocky,adj,n,strongsubj,_jj,^cocky_jj
coerce,verb,y,strongsubj,_vb,^coerce_vb
coercion,noun,n,strongsubj,_nn,^coercion_nn
coercive,adj,n,strongsubj,_jj,^coercive_jj
cold,adj,n,weaksubj,_jj,^cold_jj
coldly,adverb,n,strongsubj,_rb,^coldly_rb
collapse,adj,n,weaksubj,_jj,^collapse_jj
collapse,verb,y,weaksubj,_vb,^collapse_vb
collide,verb,y,weaksubj,_vb,^collide_vb
collude,verb,y,strongsubj,_vb,^collude_vb
collusion,noun,n,strongsubj,_nn,^collusion_nn
combative,adj,n,weaksubj,_jj,^combative_jj
comedy,noun,n,weaksubj,_nn,^comedy_nn
comedy,adj,n,weaksubj,_jj,^comedy_jj
comical,adj,n,weaksubj,_jj,^comical_jj
commiserate,verb,y,strongsubj,_vb,^commiserate_vb
commonplace,adj,n,weaksubj,_jj,^commonplace_jj
commotion,adj,n,strongsubj,_jj,^commotion_jj
commotion,noun,n,strongsubj,_nn,^commotion_nn
compel,verb,y,strongsubj,_vb,^compel_vb
complacent,adj,n,strongsubj,_jj,^complacent_jj
complacent,noun,n,strongsubj,_nn,^complacent_nn
complain,verb,y,strongsubj,_vb,^complain_vb
complaining,adj,n,strongsubj,_jj,^complaining_jj
complaining,noun,n,strongsubj,_nn,^complaining_nn
complaint,noun,n,strongsubj,_nn,^complaint_nn
complaints,adj,n,strongsubj,_jj,^complaints_jj
complaints,noun,n,strongsubj,_nn,^complaints_nn
complex,adj,n,weaksubj,_jj,^complex_jj
complicate,verb,y,weaksubj,_vb,^complicate_vb
complicated,adj,n,weaksubj,_jj,^complicated_jj
complication,noun,n,weaksubj,_nn,^complication_nn
complicit,adj,n,strongsubj,_jj,^complicit_jj
compulsion,noun,n,strongsubj,_nn,^compulsion_nn
compulsive,adj,n,strongsubj,_jj,^compulsive_jj
compulsory,adj,n,weaksubj,_jj,^compulsory_jj
concede,verb,y,strongsubj,_vb,^concede_vb
conceit,noun,n,strongsubj,_nn,^conceit_nn
conceited,adj,n,strongsubj,_jj,^conceited_jj
concern,adj,n,strongsubj,_jj,^concern_jj
concern,noun,n,strongsubj,_nn,^concern_nn
concern,verb,y,weaksubj,_vb,^concern_vb
concerned,anypos,y,strongsubj,,^concerned
concerns,adj,n,strongsubj,_jj,^concerns_jj
concerns,noun,n,strongsubj,_nn,^concerns_nn
concession,adj,n,weaksubj,_jj,^concession_jj
concession,noun,n,weaksubj,_nn,^concession_nn
concessions,adj,n,weaksubj,_jj,^concessions_jj
concessions,noun,n,weaksubj,_nn,^concessions_nn
condescend,verb,y,strongsubj,_vb,^condescend_vb
condescending,adj,n,strongsubj,_jj,^condescending_jj
condescendingly,adverb,n,strongsubj,_rb,^condescendingly_rb
condescension,noun,n,strongsubj,_nn,^condescension_nn
condemn,anypos,y,strongsubj,,^condemn
condemn,verb,y,strongsubj,_vb,^condemn_vb
condemnable,adj,n,strongsubj,_jj,^condemnable_jj
condemnation,noun,n,strongsubj,_nn,^condemnation_nn
condolence,noun,n,strongsubj,_nn,^condolence_nn
condolences,adj,n,strongsubj,_jj,^condolences_jj
condolences,noun,n,strongsubj,_nn,^condolences_nn
confess,verb,y,strongsubj,_vb,^confess_vb
confession,noun,n,strongsubj,_nn,^confession_nn
confessions,adj,n,strongsubj,_jj,^confessions_jj
confessions,noun,n,strongsubj,_nn,^confessions_nn
conflict,adj,n,weaksubj,_jj,^conflict_jj
conflict,noun,n,weaksubj,_nn,^conflict_nn
confound,anypos,y,weaksubj,,^confound
confound,verb,y,weaksubj,_vb,^confound_vb
confounded,anypos,y,weaksubj,,^confounded
confounding,anypos,y,weaksubj,,^confounding
confront,verb,y,weaksubj,_vb,^confront_vb
confrontation,adj,n,strongsubj,_jj,^confrontation_jj
confrontation,noun,n,strongsubj,_nn,^confrontation_nn
confrontational,adj,n,weaksubj,_jj,^confrontational_jj
confuse,verb,y,strongsubj,_vb,^confuse_vb
confused,anypos,y,strongsubj,,^confused
confusing,adj,n,strongsubj,_jj,^confusing_jj
confusing,anypos,y,strongsubj,,^confusing
confusion,adj,n,strongsubj,_jj,^confusion_jj
confusion,noun,n,strongsubj,_nn,^confusion_nn
congested,adj,n,weaksubj,_jj,^congested_jj
congestion,noun,n,weaksubj,_nn,^congestion_nn
conspicuous,adj,n,strongsubj,_jj,^conspicuous_jj
conspicuous,noun,n,strongsubj,_nn,^conspicuous_nn
conspicuously,anypos,y,strongsubj,,^conspicuously
conspiracies,adj,n,weaksubj,_jj,^conspiracies_jj
conspiracies,noun,n,weaksubj,_nn,^conspiracies_nn
conspiracy,adj,n,weaksubj,_jj,^conspiracy_jj
conspiracy,noun,n,weaksubj,_nn,^conspiracy_nn
conspirator,adj,n,strongsubj,_jj,^conspirator_jj
conspirator,noun,n,strongsubj,_nn,^conspirator_nn
conspiratorial,anypos,n,strongsubj,,^conspiratorial
conspire,verb,y,strongsubj,_vb,^conspire_vb
consternation,noun,n,strongsubj,_nn,^consternation_nn
constrain,verb,y,weaksubj,_vb,^constrain_vb
constraint,noun,n,weaksubj,_nn,^constraint_nn
consume,verb,y,weaksubj,_vb,^consume_vb
contagious,adj,n,weaksubj,_jj,^contagious_jj
contaminate,verb,y,weaksubj,_vb,^contaminate_vb
contamination,noun,n,weaksubj,_nn,^contamination_nn
contempt,noun,n,strongsubj,_nn,^contempt_nn
contemptible,adj,n,strongsubj,_jj,^contemptible_jj
contemptuous,adj,n,strongsubj,_jj,^contemptuous_jj
contemptuously,anypos,n,strongsubj,,^contemptuously
contend,verb,y,strongsubj,_vb,^contend_vb
contention,noun,n,strongsubj,_nn,^contention_nn
contentious,adj,n,strongsubj,_jj,^contentious_jj
contentious,noun,n,strongsubj,_nn,^contentious_nn
contort,verb,y,strongsubj,_vb,^contort_vb
contortions,adj,n,strongsubj,_jj,^contortions_jj
contortions,noun,n,strongsubj,_nn,^contortions_nn
contradict,verb,y,strongsubj,_vb,^contradict_vb
contradiction,noun,n,strongsubj,_nn,^contradiction_nn
contradictory,adj,n,strongsubj,_jj,^contradictory_jj
contrariness,anypos,n,strongsubj,,^contrariness
contrary,adj,n,strongsubj,_jj,^contrary_jj
contravene,verb,y,strongsubj,_vb,^contravene_vb
contrive,verb,y,strongsubj,_vb,^contrive_vb
contrived,anypos,n,strongsubj,,^contrived
controversial,adj,n,weaksubj,_jj,^controversial_jj
controversial,noun,n,weaksubj,_nn,^controversial_nn
controversy,adj,n,weaksubj,_jj,^controversy_jj
controversy,noun,n,weaksubj,_nn,^controversy_nn
convoluted,adj,n,strongsubj,_jj,^convoluted_jj
coping,adj,n,weaksubj,_jj,^coping_jj
coping,noun,n,weaksubj,_nn,^coping_nn
corrode,verb,y,weaksubj,_vb,^corrode_vb
corrosion,noun,n,weaksubj,_nn,^corrosion_nn
corrosive,adj,n,weaksubj,_jj,^corrosive_jj
corrupt,adj,n,strongsubj,_jj,^corrupt_jj
corrupt,verb,y,strongsubj,_vb,^corrupt_vb
corruption,noun,n,strongsubj,_nn,^corruption_nn
costly,adj,n,weaksubj,_jj,^costly_jj
counterproductive,adj,n,strongsubj,_jj,^counterproductive_jj
coupists,adj,n,strongsubj,_jj,^coupists_jj
coupists,noun,n,strongsubj,_nn,^coupists_nn
covetous,adj,n,strongsubj,_jj,^covetous_jj
covetous,anypos,n,strongsubj,,^covetous
cow,verb,y,weaksubj,_vb,^cow_vb
coward,noun,n,strongsubj,_nn,^coward_nn
cowardly,anypos,n,strongsubj,,^cowardly
crackdown,adj,n,weaksubj,_jj,^crackdown_jj
crackdown,noun,n,weaksubj,_nn,^crackdown_nn
crafty,adj,n,strongsubj,_jj,^crafty_jj
cramped,adj,n,weaksubj,_jj,^cramped_jj
cranky,adj,n,strongsubj,_jj,^cranky_jj
crass,adj,n,strongsubj,_jj,^crass_jj
craven,anypos,y,strongsubj,,^craven
cravenly,anypos,n,strongsubj,,^cravenly
craze,noun,n,strongsubj,_nn,^craze_nn
crazily,anypos,n,strongsubj,,^crazily
craziness,noun,n,strongsubj,_nn,^craziness_nn
crazy,anypos,n,strongsubj,,^crazy
credulous,adj,n,strongsubj,_jj,^credulous_jj
crime,noun,n,weaksubj,_nn,^crime_nn
criminal,noun,n,weaksubj,_nn,^criminal_nn
cringe,verb,y,strongsubj,_vb,^cringe_vb
cripple,verb,y,strongsubj,_vb,^cripple_vb
crippling,adj,n,strongsubj,_jj,^crippling_jj
crisis,adj,n,weaksubj,_jj,^crisis_jj
crisis,noun,n,weaksubj,_nn,^crisis_nn
critic,noun,n,strongsubj,_nn,^critic_nn
critical,anypos,y,strongsubj,,^critical
criticism,adj,n,strongsubj,_jj,^criticism_jj
criticism,noun,n,strongsubj,_nn,^criticism_nn
criticisms,adj,n,strongsubj,_jj,^criticisms_jj
criticisms,noun,n,strongsubj,_nn,^criticisms_nn
criticize,verb,y,strongsubj,_vb,^criticize_vb
critics,adj,n,strongsubj,_jj,^critics_jj
critics,noun,n,strongsubj,_nn,^critics_nn
crook,noun,n,strongsubj,_nn,^crook_nn
crooked,adj,n,strongsubj,_jj,^crooked_jj
cross,adj,n,strongsubj,_jj,^cross_jj
crowded,adj,n,weaksubj,_jj,^crowded_jj
crude,adj,n,weaksubj,_jj,^crude_jj
cruel,adj,n,strongsubj,_jj,^cruel_jj
cruelties,noun,n,strongsubj,_nn,^cruelties_nn
cruelty,noun,n,strongsubj,_nn,^cruelty_nn
crumble,verb,y,weaksubj,_vb,^crumble_vb
crumple,verb,y,weaksubj,_vb,^crumple_vb
crush,verb,y,weaksubj,_vb,^crush_vb
crushing,adj,n,weaksubj,_jj,^crushing_jj
cry,verb,y,strongsubj,_vb,^cry_vb
culpable,adj,n,strongsubj,_jj,^culpable_jj
cuplrit,noun,n,strongsubj,_nn,^cuplrit_nn
cumbersome,adj,n,strongsubj,_jj,^cumbersome_jj
curse,noun,n,strongsubj,_nn,^curse_nn
curse,verb,y,strongsubj,_vb,^curse_vb
cursed,adj,n,strongsubj,_jj,^cursed_jj
cursed,anypos,n,strongsubj,,^cursed
curses,noun,n,strongsubj,_nn,^curses_nn
cursory,adj,n,weaksubj,_jj,^cursory_jj
curt,adj,n,weaksubj,_jj,^curt_jj
cuss,verb,y,strongsubj,_vb,^cuss_vb
cut,verb,y,weaksubj,_vb,^cut_vb
cutthroat,adj,n,strongsubj,_jj,^cutthroat_jj
cynical,adj,n,strongsubj,_jj,^cynical_jj
cynicism,noun,n,strongsubj,_nn,^cynicism_nn
damage,noun,n,weaksubj,_nn,^damage_nn
damage,verb,n,weaksubj,_vb,^damage_vb
damaging,adj,n,weaksubj,_jj,^damaging_jj
damn,adj,n,strongsubj,_jj,^damn_jj
damn,noun,n,strongsubj,_nn,^damn_nn
damn,verb,y,strongsubj,_vb,^damn_vb
damnable,anypos,n,strongsubj,,^damnable
damnably,anypos,n,strongsubj,,^damnably
damnation,anypos,n,strongsubj,,^damnation
damned,anypos,n,strongsubj,,^damned
damning,anypos,n,strongsubj,,^damning
danger,adj,n,weaksubj,_jj,^danger_jj
danger,noun,n,weaksubj,_nn,^danger_nn
dangerous,adj,n,weaksubj,_jj,^dangerous_jj
dangerousness,adj,n,strongsubj,_jj,^dangerousness_jj
dangerousness,noun,n,strongsubj,_nn,^dangerousness_nn
dangle,verb,y,strongsubj,_vb,^dangle_vb
dark,adj,n,weaksubj,_jj,^dark_jj
darken,verb,y,weaksubj,_vb,^darken_vb
darkness,noun,n,weaksubj,_nn,^darkness_nn
darn,anypos,y,strongsubj,,^darn
dash,verb,y,weaksubj,_vb,^dash_vb
dastard,noun,n,strongsubj,_nn,^dastard_nn
dastardly,anypos,y,strongsubj,,^dastardly
daunt,verb,y,strongsubj,_vb,^daunt_vb
daunting,anypos,n,strongsubj,,^daunting
dauntingly,anypos,n,strongsubj,,^dauntingly
dawdle,verb,y,strongsubj,_vb,^dawdle_vb
daze,verb,y,strongsubj,_vb,^daze_vb
dazed,adj,n,strongsubj,_jj,^dazed_jj
dead,adj,n,weaksubj,_jj,^dead_jj
deadbeat,adj,n,strongsubj,_jj,^deadbeat_jj
deadlock,noun,n,strongsubj,_nn,^deadlock_nn
deadlock,verb,y,strongsubj,_vb,^deadlock_vb
deadly,adj,n,weaksubj,_jj,^deadly_jj
deadweight,adj,n,strongsubj,_jj,^deadweight_jj
deaf,adj,n,weaksubj,_jj,^deaf_jj
dearth,noun,n,strongsubj,_nn,^dearth_nn
death,noun,n,weaksubj,_nn,^death_nn
debacle,noun,n,strongsubj,_nn,^debacle_nn
debase,verb,y,strongsubj,_vb,^debase_vb
debasement,noun,n,strongsubj,_nn,^debasement_nn
debaser,noun,n,strongsubj,_nn,^debaser_nn
debatable,anypos,n,strongsubj,,^debatable
debate,verb,y,strongsubj,_vb,^debate_vb
debauch,verb,y,strongsubj,_vb,^debauch_vb
debaucher,noun,n,strongsubj,_nn,^debaucher_nn
debauchery,noun,n,strongsubj,_nn,^debauchery_nn
debilitate,verb,y,weaksubj,_vb,^debilitate_vb
debilitating,adj,n,weaksubj,_jj,^debilitating_jj
debility,noun,n,weaksubj,_nn,^debility_nn
decadence,noun,n,strongsubj,_nn,^decadence_nn
decadent,adj,n,strongsubj,_jj,^decadent_jj
decay,noun,n,strongsubj,_nn,^decay_nn
decay,verb,y,strongsubj,_vb,^decay_vb
decayed,anypos,n,strongsubj,,^decayed
deceit,noun,n,strongsubj,_nn,^deceit_nn
deceitful,anypos,n,strongsubj,,^deceitful
deceitfully,anypos,n,strongsubj,,^deceitfully
deceitfulness,anypos,n,strongsubj,,^deceitfulness
deceiving,adj,n,strongsubj,_jj,^deceiving_jj
deceive,verb,y,strongsubj,_vb,^deceive_vb
deceiver,noun,n,strongsubj,_nn,^deceiver_nn
deceivers,noun,n,strongsubj,_nn,^deceivers_nn
deception,adj,n,strongsubj,_jj,^deception_jj
deception,noun,n,strongsubj,_nn,^deception_nn
deceptive,adj,n,strongsubj,_jj,^deceptive_jj
deceptive,noun,n,strongsubj,_nn,^deceptive_nn
deceptively,anypos,n,strongsubj,,^deceptively
declaim,verb,y,strongsubj,_vb,^declaim_vb
decline,noun,n,weaksubj,_nn,^decline_nn
decline,verb,y,weaksubj,_vb,^decline_vb
declining,adj,n,weaksubj,_jj,^declining_jj
decrease,noun,n,weaksubj,_nn,^decrease_nn
decrease,verb,y,weaksubj,_vb,^decrease_vb
decreasing,adj,n,weaksubj,_jj,^decreasing_jj
decrement,noun,n,weaksubj,_nn,^decrement_nn
decrepit,adj,n,strongsubj,_jj,^decrepit_jj
decrepitude,noun,n,strongsubj,_nn,^decrepitude_nn
decry,verb,y,strongsubj,_vb,^decry_vb
deep,noun,n,weaksubj,_nn,^deep_nn
deepening,adj,n,strongsubj,_jj,^deepening_jj
deepening,noun,n,strongsubj,_nn,^deepening_nn
defamation,noun,n,strongsubj,_nn,^defamation_nn
defamations,noun,n,strongsubj,_nn,^defamations_nn
defamatory,anypos,n,strongsubj,,^defamatory
defame,verb,y,strongsubj,_vb,^defame_vb
defeat,noun,n,weaksubj,_nn,^defeat_nn
defeat,verb,y,weaksubj,_vb,^defeat_vb
defect,noun,n,weaksubj,_nn,^defect_nn
defective,adj,n,strongsubj,_jj,^defective_jj
defensive,adj,n,weaksubj,_jj,^defensive_jj
defiance,adj,n,strongsubj,_jj,^defiance_jj
defiance,noun,n,strongsubj,_nn,^defiance_nn
defiant,adj,n,strongsubj,_jj,^defiant_jj
defiantly,anypos,n,strongsubj,,^defiantly
deficiency,noun,n,weaksubj,_nn,^deficiency_nn
deficient,adj,n,weaksubj,_jj,^deficient_jj
defile,verb,y,strongsubj,_vb,^defile_vb
defiler,noun,n,strongsubj,_nn,^defiler_nn
deform,verb,y,weaksubj,_vb,^deform_vb
deformed,adj,n,weaksubj,_jj,^deformed_jj
defrauding,adj,n,strongsubj,_jj,^defrauding_jj
defrauding,noun,n,strongsubj,_nn,^defrauding_nn
defunct,adj,n,strongsubj,_jj,^defunct_jj
defy,verb,y,strongsubj,_vb,^defy_vb
degenerate,adj,n,strongsubj,_jj,^degenerate_jj
degenerate,verb,y,strongsubj,_vb,^degenerate_vb
degenerately,anypos,n,strongsubj,,^degenerately
degeneration,noun,n,strongsubj,_nn,^degeneration_nn
degradation,noun,n,strongsubj,_nn,^degradation_nn
degrade,verb,y,strongsubj,_vb,^degrade_vb
degrading,adj,n,strongsubj,_jj,^degrading_jj
degradingly,anypos,n,strongsubj,,^degradingly
dehumanization,noun,n,strongsubj,_nn,^dehumanization_nn
dehumanize,verb,y,strongsubj,_vb,^dehumanize_vb
deign,verb,y,strongsubj,_vb,^deign_vb
deject,verb,y,strongsubj,_vb,^deject_vb
dejected,adj,n,strongsubj,_jj,^dejected_jj
dejectedly,adj,n,strongsubj,_jj,^dejectedly_jj
dejection,noun,n,strongsubj,_nn,^dejection_nn
delinquency,noun,n,weaksubj,_nn,^delinquency_nn
delinquent,adj,n,weaksubj,_jj,^delinquent_jj
delirious,adj,n,strongsubj,_jj,^delirious_jj
delirium,noun,n,strongsubj,_nn,^delirium_nn
delude,verb,y,strongsubj,_vb,^delude_vb
deluded,adj,n,strongsubj,_jj,^deluded_jj
deluge,noun,n,weaksubj,_nn,^deluge_nn
delusion,adj,n,strongsubj,_jj,^delusion_jj
delusion,noun,n,strongsubj,_nn,^delusion_nn
delusional,adj,n,strongsubj,_jj,^delusional_jj
delusional,anypos,y,strongsubj,,^delusional
delusions,adj,n,strongsubj,_jj,^delusions_jj
delusions,noun,n,strongsubj,_nn,^delusions_nn
demean,verb,y,strongsubj,_vb,^demean_vb
demeaning,adj,n,strongsubj,_jj,^demeaning_jj
demise,noun,n,strongsubj,_nn,^demise_nn
demolish,verb,y,weaksubj,_vb,^demolish_vb
demolisher,noun,n,weaksubj,_nn,^demolisher_nn
demon,noun,n,strongsubj,_nn,^demon_nn
demonic,adj,n,strongsubj,_jj,^demonic_jj
demonize,anypos,y,strongsubj,,^demonize
demonize,verb,y,strongsubj,_vb,^demonize_vb
demoralize,verb,y,strongsubj,_vb,^demoralize_vb
demoralizing,anypos,n,strongsubj,,^demoralizing
demoralizingly,anypos,n,strongsubj,,^demoralizingly
denial,noun,n,strongsubj,_nn,^denial_nn
denigrate,verb,y,strongsubj,_vb,^denigrate_vb
deny,verb,y,strongsubj,_vb,^deny_vb
denounce,verb,y,strongsubj,_vb,^denounce_vb
denunciate,verb,y,strongsubj,_vb,^denunciate_vb
denunciation,noun,n,strongsubj,_nn,^denunciation_nn
denunciations,noun,n,strongsubj,_nn,^denunciations_nn
deplete,verb,y,weaksubj,_vb,^deplete_vb
deplorable,adj,n,strongsubj,_jj,^deplorable_jj
deplorable,anypos,y,strongsubj,,^deplorable
deplorably,anypos,n,strongsubj,,^deplorably
deplore,verb,y,strongsubj,_vb,^deplore_vb
deploring,adj,n,strongsubj,_jj,^deploring_jj
deploringly,anypos,n,strongsubj,,^deploringly
deprave,verb,y,strongsubj,_vb,^deprave_vb
depraved,adj,n,strongsubj,_jj,^depraved_jj
depravedly,anypos,n,strongsubj,,^depravedly
deprecate,verb,y,strongsubj,_vb,^deprecate_vb
depress,verb,y,weaksubj,_vb,^depress_vb
depressed,adj,n,strongsubj,_jj,^depressed_jj
depressing,adj,n,strongsubj,_jj,^depressing_jj
depressing,anypos,n,strongsubj,,^depressing
depressingly,anypos,y,strongsubj,,^depressingly
depression,adj,n,weaksubj,_jj,^depression_jj
depression,noun,n,weaksubj,_nn,^depression_nn
deprive,verb,y,strongsubj,_vb,^deprive_vb
deprived,adj,n,strongsubj,_jj,^deprived_jj
deride,verb,y,strongsubj,_vb,^deride_vb
derision,noun,n,strongsubj,_nn,^derision_nn
derisive,anypos,n,strongsubj,,^derisive
derisively,anypos,n,strongsubj,,^derisively
derisiveness,anypos,n,strongsubj,,^derisiveness
derogatory,adj,n,strongsubj,_jj,^derogatory_jj
desecrate,verb,y,strongsubj,_vb,^desecrate_vb
desert,verb,y,strongsubj,_vb,^desert_vb
desertion,noun,n,strongsubj,_nn,^desertion_nn
desiccate,verb,n,strongsubj,_vb,^desiccate_vb
desiccated,adj,n,strongsubj,_jj,^desiccated_jj
desolate,adj,n,strongsubj,_jj,^desolate_jj
desolately,anypos,n,strongsubj,,^desolately
desolation,noun,n,strongsubj,_nn,^desolation_nn
despair,noun,n,strongsubj,_nn,^despair_nn
despair,verb,y,strongsubj,_vb,^despair_vb
despairing,adj,n,strongsubj,_jj,^despairing_jj
despairingly,anypos,n,strongsubj,,^despairingly
desperate,adj,n,strongsubj,_jj,^desperate_jj
desperately,anypos,y,strongsubj,,^desperately
desperation,noun,n,strongsubj,_nn,^desperation_nn
despicable,adj,n,strongsubj,_jj,^despicable_jj
despicably,anypos,y,strongsubj,,^despicably
despise,verb,y,strongsubj,_vb,^despise_vb
despised,adj,n,strongsubj,_jj,^despised_jj
despised,anypos,n,strongsubj,,^despised
